3,1
2,1
7,1
12,1
9,1
11,1
8,1
15,1
14,1
19,1
13,1
4,1
1,1
16,1
5,1
17,1
0,1
6,1
18,1
10,1
3,6
2,6
7,6
12,6
9,6
11,6
8,6
15,6
14,6
19,6
13,6
4,6
1,6
16,6
5,6
17,6
0,6
6,6
18,6
10,6
3,11
2,11
7,11
12,11
9,11
11,11
8,11
15,11
14,11
19,11
13,11
4,11
1,11
16,11
5,11
17,11
0,11
6,11
18,11
10,11
3,16
2,16
7,16
12,16
9,16
11,16
8,16
15,16
14,16
19,16
13,16
4,16
1,16
16,16
5,16
17,16
0,16
6,16
18,16
10,16
3,21
2,21
7,21
12,21
9,21
11,21
8,21
15,21
14,21
19,21
13,21
4,21
1,21
16,21
5,21
17,21
0,21
6,21
18,21
10,21
3,26
2,26
7,26
12,26
9,26
11,26
8,26
15,26
14,26
19,26
13,26
4,26
1,26
16,26
5,26
17,26
0,26
6,26
18,26
10,26
3,31
2,31
7,31
12,31
9,31
11,31
8,31
15,31
14,31
19,31
13,31
4,31
1,31
16,31
5,31
17,31
0,31
6,31
18,31
10,31
3,36
2,36
7,36
12,36
9,36
11,36
8,36
15,36
14,36
19,36
13,36
4,36
1,36
16,36
5,36
17,36
0,36
6,36
18,36
10,36
3,41
2,41
7,41
12,41
9,41
11,41
8,41
15,41
14,41
19,41
13,41
4,41
1,41
16,41
5,41
17,41
0,41
6,41
18,41
10,41
3,46
2,46
7,46
12,46
9,46
11,46
8,46
15,46
14,46
19,46
13,46
4,46
1,46
16,46
5,46
17,46
0,46
6,46
18,46
10,46
